country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_range,update_hour,pollution_category
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2026-05-31 10:00:00,28.018792,73.292658,NO2,19.0,60.0,32.0,41.0,10,Good
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2026-05-31 10:00:00,28.018792,73.292658,CO,2.0,40.0,11.0,38.0,10,Good
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2026-05-31 10:00:00,28.018792,73.292658,OZONE,42.0,93.0,69.0,51.0,10,Moderate
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",2026-05-31 10:00:00,16.802639,75.722694,SO2,3.0,6.0,3.0,3.0,10,Good
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2026-05-31 10:00:00,25.435774,75.644272,SO2,6.0,12.0,9.0,6.0,10,Good
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",2026-05-31 10:00:00,11.875,75.3732,PM2.5,78.0,88.0,82.0,10.0,10,Moderate
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",2026-05-31 10:00:00,24.892047,74.623527,PM10,8.0,500.0,62.0,492.0,10,Moderate
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",2026-05-31 10:00:00,11.875,75.3732,OZONE,29.0,33.0,30.0,4.0,10,Good
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",2026-05-31 10:00:00,17.6336264,75.9132495,NH3,10.0,24.0,13.0,14.0,10,Good
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",2026-05-31 10:00:00,17.65439,75.90649,PM10,54.0,108.0,73.0,54.0,10,Moderate
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",2026-05-31 10:00:00,17.65439,75.90649,SO2,1.0,3.0,1.0,2.0,10,Good
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",2026-05-31 10:00:00,19.26777,72.97182,PM2.5,29.0,52.0,41.0,23.0,10,Good
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",2026-05-31 10:00:00,29.6953,77.0027,OZONE,6.0,7.0,6.0,1.0,10,Good
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2026-05-31 10:00:00,19.222279,72.957979,NO2,2.0,16.0,6.0,14.0,10,Good
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",2026-05-31 10:00:00,19.222279,72.957979,OZONE,35.0,65.0,43.0,30.0,10,Good
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2026-05-31 10:00:00,19.235581,73.159121,NH3,4.0,7.0,5.0,3.0,10,Good
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",2026-05-31 10:00:00,19.2307571,73.155192,NH3,1.0,3.0,2.0,2.0,10,Good
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",2026-05-31 10:00:00,19.2307571,73.155192,OZONE,10.0,22.0,12.0,12.0,10,Good
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",2026-05-31 10:00:00,28.360699,76.93609,OZONE,10.0,50.0,19.0,40.0,10,Good
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",2026-05-31 10:00:00,19.445821,72.7988231,NH3,2.0,9.0,4.0,7.0,10,Good
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",2026-05-31 10:00:00,19.445821,72.7988231,CO,7.0,70.0,27.0,63.0,10,Good
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",2026-05-31 10:00:00,26.05374,91.86796,CO,2.0,78.0,2.0,76.0,10,Good
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",2026-05-31 10:00:00,34.06313,74.96017,PM2.5,7.0,34.0,18.0,27.0,10,Good
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",2026-05-31 10:00:00,34.066206,74.81982,PM2.5,14.0,27.0,19.0,13.0,10,Good
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",2026-05-31 10:00:00,23.80569,86.44268,SO2,5.0,138.0,66.0,133.0,10,Moderate
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",2026-05-31 10:00:00,23.707909,86.41467,PM2.5,53.0,91.0,65.0,38.0,10,Moderate
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",2026-05-31 10:00:00,23.707909,86.41467,PM10,53.0,91.0,65.0,38.0,10,Moderate
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-05-31 10:00:00,21.6439,85.599355,NO2,13.0,18.0,15.0,5.0,10,Good
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",2026-05-31 10:00:00,23.707909,86.41467,SO2,13.0,18.0,15.0,5.0,10,Good
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",2026-05-31 10:00:00,21.6439,85.599355,SO2,5.0,11.0,6.0,6.0,10,Good
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-05-31 10:00:00,16.172806,75.659694,PM10,49.0,50.0,50.0,1.0,10,Good
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-05-31 10:00:00,16.172806,75.659694,NO2,11.0,12.0,12.0,1.0,10,Good
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-05-31 10:00:00,16.172806,75.659694,SO2,7.0,7.0,7.0,0.0,10,Good
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",2026-05-31 10:00:00,21.847279,85.416905,SO2,10.0,13.0,11.0,3.0,10,Good
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",2026-05-31 10:00:00,16.172806,75.659694,CO,13.0,48.0,27.0,35.0,10,Good
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2026-05-31 10:00:00,12.9135218,77.5950804,PM2.5,26.0,41.0,32.0,15.0,10,Good
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",2026-05-31 10:00:00,22.18972222,84.86277778,PM10,68.0,101.0,72.0,33.0,10,Moderate
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",2026-05-31 10:00:00,22.18972222,84.86277778,SO2,3.0,14.0,10.0,11.0,10,Good
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",2026-05-31 10:00:00,21.606865,85.510538,PM2.5,22.0,50.0,35.0,28.0,10,Good
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",2026-05-31 10:00:00,21.606865,85.510538,PM10,27.0,99.0,54.0,72.0,10,Moderate
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",2026-05-31 10:00:00,21.606865,85.510538,NO2,10.0,10.0,10.0,0.0,10,Good
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2026-05-31 10:00:00,12.938539,77.5901,CO,6.0,34.0,10.0,28.0,10,Good
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-05-31 10:00:00,20.9360711,85.1707021,SO2,30.0,56.0,38.0,26.0,10,Good
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",2026-05-31 10:00:00,20.9360711,85.1707021,CO,12.0,63.0,41.0,51.0,10,Good
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",2026-05-31 10:00:00,11.9309,79.8027,PM2.5,8.0,52.0,25.0,44.0,10,Good
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",2026-05-31 10:00:00,11.9309,79.8027,NH3,1.0,7.0,4.0,6.0,10,Good
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2026-05-31 10:00:00,12.921418,77.502466,PM2.5,3.0,98.0,33.0,95.0,10,Good
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2026-05-31 10:00:00,12.921418,77.502466,CO,1.0,30.0,7.0,29.0,10,Good
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",2026-05-31 10:00:00,30.233011,74.907758,SO2,1.0,109.0,27.0,108.0,10,Good
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",2026-05-31 10:00:00,12.917348,77.622813,NO2,1.0,109.0,27.0,108.0,10,Good
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",2026-05-31 10:00:00,30.736056,76.209694,PM10,102.0,108.0,105.0,6.0,10,Poor
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2026-05-31 10:00:00,31.0325454,76.5623046,PM2.5,11.0,500.0,103.0,489.0,10,Poor
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",2026-05-31 10:00:00,31.0325454,76.5623046,PM10,13.0,298.0,79.0,285.0,10,Moderate
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2026-05-31 10:00:00,26.470859,74.646594,NO2,24.0,29.0,27.0,5.0,10,Good
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2026-05-31 10:00:00,26.470859,74.646594,SO2,10.0,23.0,14.0,13.0,10,Good
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",2026-05-31 10:00:00,26.470859,74.646594,CO,10.0,52.0,28.0,42.0,10,Good
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",2026-05-31 10:00:00,27.554793,76.611536,PM10,75.0,137.0,93.0,62.0,10,Moderate
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",2026-05-31 10:00:00,23.55519,74.44001,PM2.5,15.0,88.0,52.0,73.0,10,Moderate
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",2026-05-31 10:00:00,23.55519,74.44001,CO,10.0,44.0,30.0,34.0,10,Good
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-05-31 10:00:00,25.106006,76.469948,PM2.5,10.0,60.0,26.0,50.0,10,Good
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-05-31 10:00:00,25.106006,76.469948,NO2,5.0,12.0,9.0,7.0,10,Good
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-05-31 10:00:00,25.106006,76.469948,SO2,10.0,15.0,12.0,5.0,10,Good
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-05-31 10:00:00,25.106006,76.469948,CO,6.0,113.0,32.0,107.0,10,Good
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2026-05-31 10:00:00,17.336318,76.847397,SO2,3.0,7.0,4.0,4.0,10,Good
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",2026-05-31 10:00:00,25.106006,76.469948,OZONE,49.0,196.0,77.0,147.0,10,Moderate
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",2026-05-31 10:00:00,25.747299,71.393989,PM2.5,15.0,319.0,64.0,304.0,10,Moderate
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",2026-05-31 10:00:00,25.747299,71.393989,SO2,7.0,10.0,9.0,3.0,10,Good
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",2026-05-31 10:00:00,26.259242,78.216432,CO,26.0,43.0,31.0,17.0,10,Good
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",2026-05-31 10:00:00,26.960669,75.771817,OZONE,33.0,142.0,49.0,109.0,10,Good
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",2026-05-31 10:00:00,26.9502929,75.730943,NO2,44.0,91.0,54.0,47.0,10,Moderate
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",2026-05-31 10:00:00,26.9502929,75.730943,SO2,4.0,36.0,20.0,32.0,10,Good
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",2026-05-31 10:00:00,26.9502929,75.730943,OZONE,20.0,52.0,25.0,32.0,10,Good
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-05-31 10:00:00,26.912329,70.909168,NH3,7.0,17.0,10.0,10.0,10,Good
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",2026-05-31 10:00:00,26.912329,70.909168,CO,4.0,16.0,7.0,12.0,10,Good
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",2026-05-31 10:00:00,22.431,75.5213,PM10,32.0,115.0,78.0,83.0,10,Moderate
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",2026-05-31 10:00:00,22.431,75.5213,SO2,7.0,24.0,11.0,17.0,10,Good
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",2026-05-31 10:00:00,22.7524,75.8872,PM10,9.0,55.0,31.0,46.0,10,Good
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",2026-05-31 10:00:00,24.588397,76.172782,PM2.5,16.0,32.0,29.0,16.0,10,Good
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",2026-05-31 10:00:00,23.163174,79.973061,PM2.5,17.0,43.0,27.0,26.0,10,Good
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-05-31 10:00:00,28.108988,75.386577,PM2.5,2.0,312.0,57.0,310.0,10,Moderate
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",2026-05-31 10:00:00,28.108988,75.386577,CO,12.0,28.0,17.0,16.0,10,Good
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",2026-05-31 10:00:00,26.268249,73.0193853,NH3,12.0,28.0,17.0,16.0,10,Good
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",2026-05-31 10:00:00,26.29581,73.082283,CO,12.0,28.0,17.0,16.0,10,Good
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",2026-05-31 10:00:00,23.168606,79.932247,OZONE,60.0,148.0,86.0,88.0,10,Moderate
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",2026-05-31 10:00:00,23.218135,79.95777,PM2.5,9.0,37.0,22.0,28.0,10,Good
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",2026-05-31 10:00:00,26.215415,73.070156,NO2,6.0,45.0,17.0,39.0,10,Good
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2026-05-31 10:00:00,26.358805,73.047444,NO2,9.0,21.0,15.0,12.0,10,Good
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2026-05-31 10:00:00,26.358805,73.047444,OZONE,60.0,108.0,80.0,48.0,10,Moderate
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-05-31 10:00:00,26.253384,72.976571,PM10,60.0,108.0,80.0,48.0,10,Moderate
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",2026-05-31 10:00:00,23.50016,80.23284,OZONE,24.0,109.0,39.0,85.0,10,Good
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",2026-05-31 10:00:00,24.2613009,80.7231783,NO2,25.0,62.0,44.0,37.0,10,Good
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",2026-05-31 10:00:00,26.253384,72.976571,OZONE,53.0,89.0,71.0,36.0,10,Moderate
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",2026-05-31 10:00:00,26.506177,77.025989,CO,62.0,205.0,107.0,143.0,10,Poor
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",2026-05-31 10:00:00,22.624758,75.675238,NO2,62.0,205.0,107.0,143.0,10,Poor
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",2026-05-31 10:00:00,22.624758,75.675238,NH3,62.0,205.0,107.0,143.0,10,Poor
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",2026-05-31 10:00:00,23.331731,75.045981,NO2,6.0,33.0,15.0,27.0,10,Good
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",2026-05-31 10:00:00,23.838586,78.759431,PM10,15.0,94.0,52.0,79.0,10,Moderate
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-05-31 10:00:00,25.14389,75.821256,SO2,8.0,61.0,15.0,53.0,10,Good
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",2026-05-31 10:00:00,25.14389,75.821256,OZONE,8.0,12.0,11.0,4.0,10,Good
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-05-31 10:00:00,24.10897,82.64558,PM2.5,25.0,157.0,66.0,132.0,10,Moderate
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-05-31 10:00:00,24.10897,82.64558,PM10,39.0,191.0,115.0,152.0,10,Poor
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2026-05-31 10:00:00,24.10897,82.64558,SO2,39.0,129.0,67.0,90.0,10,Moderate
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",2026-05-31 10:00:00,27.213494,73.734444,OZONE,31.0,62.0,42.0,31.0,10,Good
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",2026-05-31 10:00:00,25.771061,73.340227,CO,2.0,32.0,15.0,30.0,10,Good
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",2026-05-31 10:00:00,25.03636,73.883502,PM2.5,2.0,77.0,26.0,75.0,10,Good
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",2026-05-31 10:00:00,20.719516,77.000253,NH3,6.0,8.0,7.0,2.0,10,Good
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",2026-05-31 10:00:00,26.031443,76.359327,NO2,1.0,23.0,7.0,22.0,10,Good
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",2026-05-31 10:00:00,27.608912,75.153302,PM10,26.0,500.0,110.0,474.0,10,Poor
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2026-05-31 10:00:00,20.939198,77.765701,NH3,4.0,12.0,7.0,8.0,10,Good
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",2026-05-31 10:00:00,20.939198,77.765701,OZONE,12.0,51.0,26.0,39.0,10,Good
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",2026-05-31 10:00:00,19.87562,75.38731,NH3,1.0,3.0,1.0,2.0,10,Good
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",2026-05-31 10:00:00,26.159933,75.780517,NH3,17.0,28.0,21.0,11.0,10,Good
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",2026-05-31 10:00:00,26.159933,75.780517,SO2,1.0,5.0,3.0,4.0,10,Good
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-05-31 10:00:00,24.5886166,73.6321397,PM2.5,1.0,5.0,3.0,4.0,10,Good
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-05-31 10:00:00,24.5886166,73.6321397,NO2,6.0,42.0,21.0,36.0,10,Good
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-05-31 10:00:00,24.5886166,73.6321397,NH3,2.0,7.0,4.0,5.0,10,Good
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",2026-05-31 10:00:00,24.5886166,73.6321397,OZONE,25.0,69.0,45.0,44.0,10,Good
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",2026-05-31 10:00:00,27.33853,88.614099,PM2.5,16.0,38.0,27.0,22.0,10,Good
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",2026-05-31 10:00:00,19.0243902,73.0406721,OZONE,16.0,38.0,27.0,22.0,10,Good
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-05-31 10:00:00,13.1662,80.2584,PM2.5,8.0,54.0,38.0,46.0,10,Good
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-05-31 10:00:00,13.1662,80.2584,NO2,3.0,38.0,15.0,35.0,10,Good
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2026-05-31 10:00:00,19.786089,72.757971,PM10,37.0,53.0,46.0,16.0,10,Good
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",2026-05-31 10:00:00,19.786089,72.757971,NO2,13.0,25.0,18.0,12.0,10,Good
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2026-05-31 10:00:00,13.1662,80.2584,OZONE,4.0,170.0,125.0,166.0,10,Poor
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",2026-05-31 10:00:00,19.9629,79.298714,OZONE,16.0,21.0,17.0,5.0,10,Good
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2026-05-31 10:00:00,13.0052189,80.2398125,PM2.5,29.0,57.0,30.0,28.0,10,Good
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",2026-05-31 10:00:00,10.942451,76.978996,PM10,9.0,25.0,17.0,16.0,10,Good
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",2026-05-31 10:00:00,19.710842,77.151824,PM2.5,13.0,33.0,22.0,20.0,10,Good
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2026-05-31 10:00:00,11.7637683,79.7499835,PM10,13.0,33.0,22.0,20.0,10,Good
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",2026-05-31 10:00:00,19.710842,77.151824,PM10,41.0,139.0,61.0,98.0,10,Moderate
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-05-31 10:00:00,13.4127,80.1081,PM10,36.0,268.0,130.0,232.0,10,Poor
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",2026-05-31 10:00:00,13.4127,80.1081,NH3,1.0,1.0,1.0,0.0,10,Good
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-05-31 10:00:00,11.258242,77.552761,PM2.5,4.0,33.0,18.0,29.0,10,Good
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-05-31 10:00:00,11.258242,77.552761,NH3,1.0,1.0,1.0,0.0,10,Good
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-05-31 10:00:00,11.258242,77.552761,SO2,14.0,15.0,14.0,1.0,10,Good
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",2026-05-31 10:00:00,21.001264,75.565602,SO2,5.0,7.0,5.0,2.0,10,Good
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",2026-05-31 10:00:00,11.258242,77.552761,OZONE,16.0,28.0,27.0,12.0,10,Good
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",2026-05-31 10:00:00,17.460103,78.334361,NO2,16.0,28.0,27.0,12.0,10,Good
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",2026-05-31 10:00:00,16.6870449,74.2505872,NO2,4.0,18.0,12.0,14.0,10,Good
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-05-31 10:00:00,17.470431,78.566959,NO2,16.0,20.0,19.0,4.0,10,Good
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2026-05-31 10:00:00,16.7143745,74.2426398,CO,8.0,14.0,11.0,6.0,10,Good
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",2026-05-31 10:00:00,16.7143745,74.2426398,OZONE,8.0,14.0,11.0,6.0,10,Good
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2026-05-31 10:00:00,17.470431,78.566959,OZONE,17.0,66.0,17.0,49.0,10,Good
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2026-05-31 10:00:00,17.5184,78.278777,PM10,33.0,110.0,58.0,77.0,10,Moderate
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2026-05-31 10:00:00,17.5184,78.278777,NH3,1.0,2.0,2.0,1.0,10,Good
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2026-05-31 10:00:00,17.5316895,78.218939,PM2.5,23.0,88.0,45.0,65.0,10,Good
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",2026-05-31 10:00:00,18.1023399,73.4783687,CO,38.0,42.0,40.0,4.0,10,Good
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-05-31 10:00:00,17.585705,78.126199,PM2.5,38.0,74.0,56.0,36.0,10,Moderate
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2026-05-31 10:00:00,19.296481,72.840923,NO2,2.0,31.0,4.0,29.0,10,Good
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-05-31 10:00:00,17.585705,78.126199,NO2,14.0,18.0,16.0,4.0,10,Good
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-05-31 10:00:00,17.585705,78.126199,SO2,14.0,21.0,17.0,7.0,10,Good
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",2026-05-31 10:00:00,19.296481,72.840923,OZONE,18.0,72.0,37.0,54.0,10,Good
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2026-05-31 10:00:00,17.585705,78.126199,OZONE,17.0,38.0,18.0,21.0,10,Good
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2026-05-31 10:00:00,17.393559,78.339194,SO2,12.0,19.0,14.0,7.0,10,Good
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2026-05-31 10:00:00,19.065931,72.862131,NO2,12.0,19.0,14.0,7.0,10,Good
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",2026-05-31 10:00:00,19.065931,72.862131,OZONE,3.0,41.0,13.0,38.0,10,Good
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-05-31 10:00:00,17.429398,78.569354,NO2,12.0,15.0,13.0,3.0,10,Good
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",2026-05-31 10:00:00,17.429398,78.569354,CO,26.0,42.0,35.0,16.0,10,Good
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",2026-05-31 10:00:00,19.23241,72.86895,OZONE,5.0,40.0,14.0,35.0,10,Good
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",2026-05-31 10:00:00,19.2243333,72.8658113,NH3,5.0,7.0,5.0,2.0,10,Good
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",2026-05-31 10:00:00,17.37206,78.50864,PM10,66.0,94.0,80.0,28.0,10,Moderate
